"","X","start.time","end.time","category","Nth.instance","X..descriptors","Offensive.Team","Position","Location","Tactic","Type","Hand","Result","Defense","Save.Diff","Shot.Diff","Athlete","x","y","xj","yj","distance","angle","Goal"
"901",901,"02:31:37:88","02:31:47:88","Shot",901,10,"UCLA",31,"Location 4","Perimeter","Normal","Right","Miss","Field Blocker",1,4,NA,1,5.5,1.25301228,5.784897445,5.590169944,0.1798535,"Not Goal"
"902",902,"02:31:48:08","02:31:58:08","Shot",902,11,"Pacific",401,"Location 2","End Quarter","Lob","Right","Miss","Blocker at Distance",1,5,16,1,1,1.240810771,0.69682048,1.414213562,0.785398163,"Not Goal"
"903",903,"02:31:58:28","02:32:08:28","Shot",903,10,"Michigan",42,"Location 4","Perimeter","Normal","Left","Miss","Field Blocker",1,4,NA,-3,5.5,-2.587775867,5.950883257,6.264982043,-0.499346722,"Not Goal"
"904",904,"02:32:08:48","02:32:18:48","Shot",904,10,"Michigan",64,"Location 1","First Wave","Skip","Right","Goal","Pressured",4,2,NA,1,3.5,1.08346985,3.985406016,3.640054945,0.278299659,"Goal"
"905",905,"02:32:18:68","02:32:28:68","Shot",905,11,"Pacific",39,"Location 2","Perimeter","Normal","Right","Save","Blocker at Distance",2,5,10,-1,7.5,-0.913341672,7.145400057,7.566372975,-0.132551532,"Not Goal"
"906",906,"02:32:28:88","02:32:38:88","Shot",906,11,"Pacific",44,"Location 2","Perimeter","Normal","Right","Miss","Field Blocker",1,4,10,-2,6.5,-2.390253286,6.086949,6.800735254,-0.298498932,"Not Goal"
"907",907,"02:32:39:08","02:32:49:08","Shot",907,11,"Pacific",65,"Location 1","Post up","Skip","Left","Goal","Contested",4,3,8,0,3.5,0.269692881,3.132678225,3.5,0,"Goal"
"908",908,"02:32:49:28","02:32:59:28","Shot",908,11,"Pacific",23,"Location 3","Perimeter","Normal","Right","Save","Field Blocker",2,4,18,2,5.5,2.394962767,5.082631661,5.852349955,0.348771004,"Not Goal"
"909",909,"02:32:59:48","02:33:09:48","Shot",909,10,"Michigan",26,"Location 4","Direct","Lob","Right","New Clock","Field Blocker",3,4,NA,2,6.5,2.314415993,6.747735774,6.800735254,0.298498932,"Not Goal"
"910",910,"02:33:09:68","02:33:19:68","Shot",910,11,"Pacific",26,"Location 4","Direct","Normal","Right","Save","Field Blocker",2,4,5,2,6.5,1.676854666,6.156240545,6.800735254,0.298498932,"Not Goal"
"911",911,"02:33:19:88","02:33:29:88","Shot",911,10,"Michigan",41,"Location 4","Perimeter","Normal","Left","Save","Contested",2,4,NA,-2,5.5,-1.655164297,5.619370564,5.852349955,-0.348771004,"Not Goal"
"912",912,"02:33:30:09","02:33:40:09","Shot",912,11,"Pacific",57,"Location 4","6 on 5","Normal","Left","Miss","Field Blocker",1,3,8,-2,4.5,-1.523628184,4.291954564,4.924428901,-0.41822433,"Not Goal"
"913",913,"02:33:40:29","02:33:50:29","Shot",913,10,"Michigan",64,"Location 4","Post up","Normal","Right","Goal","Contested",3,3,NA,1,3.5,1.262122638,3.545409751,3.640054945,0.278299659,"Goal"
"914",914,"02:33:50:49","02:34:00:49","Shot",914,11,"Pacific",32,"Location 4","6 on 5","Normal","Right","Goal","Field Blocker",4,3,5,0,5.5,-0.48098621,5.953597371,5.5,0,"Goal"
"915",915,"02:34:00:69","02:34:10:69","Shot",915,10,"Michigan",64,"Location 1","Post up","Normal","Right","Save","Contested",3,3,NA,1,3.5,1.067298421,3.738832055,3.640054945,0.278299659,"Not Goal"
"916",916,"02:34:10:89","02:34:20:89","Shot",916,11,"Pacific",42,"Location 2","Transition","Lob","Left","Miss","Field Blocker",1,4,8,-3,5.5,-3.159939095,5.179942281,6.264982043,-0.499346722,"Not Goal"
"917",917,"02:34:21:09","02:34:31:09","Shot",917,10,"Michigan",66,"Location 1","Second Wave","Skip","Right","Goal","Contested",4,3,NA,-1,3.5,-0.726151643,3.275045799,3.640054945,-0.278299659,"Goal"
"918",918,"02:34:31:29","02:34:41:29","Shot",918,11,"Pacific",16,"Location 2","First Wave","Normal","Right","Goal","Uncontested",4,2,7,2,3.5,2.076874072,3.511275556,4.031128874,0.519146114,"Goal"
"919",919,"02:34:41:49","02:34:51:49","Shot",919,10,"Michigan",32,"Location 4","Penalty","Skip","Right","Goal","Other",5,1,NA,0,5.5,-0.024678743,5.600643025,5.5,0,"Goal"
"920",920,"02:34:51:69","02:35:01:69","Shot",920,10,"Michigan",3,"Location 4","6 on 5","Normal","Right","Miss","Pressured",1,3,NA,2,1,1.721205368,1.464940153,2.236067977,1.107148718,"Not Goal"
"921",921,"02:35:01:89","02:35:11:89","Shot",921,11,"Pacific",32,"Location 4","Perimeter","Lob","Right","Goal","Contested",3,3,5,0,5.5,-0.491597141,5.830732648,5.5,0,"Goal"
"922",922,"02:35:12:09","02:35:22:09","Shot",922,10,"Michigan",47,"Location 2","Perimeter","Lob","Right","Miss","Field Blocker",1,5,NA,-2,7.5,-2.270170022,7.109415475,7.762087348,-0.260602392,"Not Goal"
"923",923,"02:35:22:30","02:35:32:30","Shot",923,11,"Pacific",61,"Location 2","6 on 5","Normal","Right","Goal","Pressured",4,2,2,1,2.5,0.942511527,2.864275857,2.692582404,0.380506377,"Goal"
"924",924,"02:35:32:50","02:35:42:50","Shot",924,10,"Michigan",63,"Location 3","Post up","Normal","Right","Save","Contested",3,3,NA,-1,2.5,-0.695807683,2.134565551,2.692582404,-0.380506377,"Not Goal"
"925",925,"02:35:42:70","02:35:52:70","Shot",925,11,"Pacific",64,"Location 6","Unknown","Normal","Right","Save","Pressured",4,2,2,1,3.5,0.922747875,3.685438296,3.640054945,0.278299659,"Not Goal"
"926",926,"02:35:52:90","02:36:02:90","Shot",926,10,"Michigan",61,"Location 2","Post up","Normal","Right","Save","Contested",3,3,NA,1,2.5,0.75271435,2.245820071,2.692582404,0.380506377,"Not Goal"
"927",927,"02:36:03:10","02:36:13:10","Shot",927,10,"Michigan",36,"Location 4","Direct","Normal","Right","Goal","Field Blocker",2,4,NA,-1,6.5,-1.039438418,6.335636989,6.576473219,-0.152649328,"Goal"
"928",928,"02:36:13:30","02:36:23:30","Shot",928,11,"Pacific",69,"Location 3","Post up","Lob","Left","Miss","Contested",1,3,8,-1,4.5,-0.952535166,4.914666782,4.609772229,-0.218668946,"Not Goal"
"929",929,"02:36:23:50","02:36:33:50","Shot",929,10,"Michigan",54,"Location 2","Post up","Normal","Right","Miss","Contested",1,3,NA,-2,3.5,-1.993350919,3.264062736,4.031128874,-0.519146114,"Not Goal"
"930",930,"02:36:33:70","02:36:43:70","Shot",930,11,"Pacific",54,"Location 1","6 on 5","Normal","Left","Save","Field Blocker",3,3,8,-2,3.5,-1.941730162,3.000512248,4.031128874,-0.519146114,"Not Goal"
"931",931,"02:36:43:90","02:36:53:90","Shot",931,10,"Michigan",33,"Location 2","Unknown","Normal","Right","Save","Contested",3,4,NA,-1,5.5,-0.774636799,5.134973472,5.590169944,-0.1798535,"Not Goal"
"932",932,"02:36:54:10","02:36:59:88","Shot",932,3,"Pacific",63,"Location 4","Center","Normal","Right","Field Block","Contested",1,3,2,-1,2.5,-1.35848009,2.109031455,2.692582404,-0.380506377,"Not Goal"
"933",933,"02:36:59:88","02:37:05:65","Shot",933,11,"Pacific",66,"Location 4","Transition","Normal","Right","Save","Contested",2,3,2,-1,3.5,-0.852703387,3.878027655,3.640054945,-0.278299659,"Not Goal"
"934",934,"02:37:05:85","02:37:15:85","Shot",934,10,"Michigan",64,"Location 2","Post up","Normal","Right","Miss","Contested",1,3,NA,1,3.5,1.119513952,3.349508552,3.640054945,0.278299659,"Not Goal"
"935",935,"02:37:16:05","02:37:26:05","Shot",935,11,"Pacific",33,"Location 2","Transition","Normal","Right","Field Block","Field Blocker",1,4,5,-1,5.5,-1.14232051,5.610481309,5.590169944,-0.1798535,"Not Goal"
"936",936,"02:37:26:25","02:37:36:25","Shot",936,10,"Michigan",63,"Location 3","Transition","Normal","Right","Miss","Pressured",1,2,NA,-1,2.5,-1.165107786,2.666604028,2.692582404,-0.380506377,"Not Goal"
"937",937,"02:37:36:45","02:37:46:45","Shot",937,11,"Pacific",23,"Location 4","Perimeter","Normal","Right","Miss","Field Blocker",1,4,10,2,5.5,2.288324836,5.711766301,5.852349955,0.348771004,"Not Goal"
"938",938,"02:37:46:65","02:37:56:65","Shot",938,10,"Michigan",66,"Location 2","First Wave","Skip","Right","Goal","Uncontested",5,1,NA,-1,3.5,-1.271655069,3.660706104,3.640054945,-0.278299659,"Goal"
"939",939,"02:37:56:85","02:38:06:85","Shot",939,11,"Pacific",33,"Location 1","Perimeter","Skip","Left","Save","Field Blocker",3,4,8,-1,5.5,-0.735167874,5.717520649,5.590169944,-0.1798535,"Not Goal"
"940",940,"02:38:07:05","02:38:17:05","Shot",940,10,"Michigan",32,"Location 4","6 on 5","Normal","Right","Miss","Field Blocker",1,3,NA,0,5.5,0.039916933,5.45033042,5.5,0,"Not Goal"
"941",941,"02:38:17:25","02:38:27:25","Shot",941,11,"Pacific",41,"Location 4","Perimeter","Normal","Right","Field Block","Field Blocker",1,4,7,-2,5.5,-1.989545123,5.967046432,5.852349955,-0.348771004,"Not Goal"
"942",942,"02:38:27:46","02:38:37:46","Shot",942,10,"Michigan",57,"Location 1","Perimeter","Skip","Left","Goal","Field Blocker",3,3,NA,-2,4.5,-2.065001773,4.504349316,4.924428901,-0.41822433,"Goal"
"943",943,"02:38:37:66","02:38:47:66","Shot",943,11,"Pacific",65,"Location 2","Post up","Normal","Left","Save","Contested",4,2,8,0,3.5,0.421487924,3.836731212,3.5,0,"Not Goal"
"944",944,"02:38:47:86","02:38:57:86","Shot",944,11,"Pacific",23,"Location 4","Transition","Normal","Right","Miss","Contested",1,4,5,2,5.5,2.171563898,5.618971228,5.852349955,0.348771004,"Not Goal"
"945",945,"02:38:58:06","02:39:08:06","Shot",945,10,"Michigan",22,"Location 2","Perimeter","Normal","Right","Miss","Field Blocker",1,4,NA,3,5.5,2.867406378,5.262943046,6.264982043,0.499346722,"Not Goal"
"946",946,"02:39:08:26","02:39:18:26","Shot",946,11,"Pacific",68,"Location 5","6 on 5","Normal","Right","New Clock","Blocker at Distance",4,2,10,0,4.5,-0.371962396,4.757142482,4.5,0,"Not Goal"
"947",947,"02:39:18:46","02:39:28:46","Shot",947,11,"Pacific",16,"Location 4","6 on 5","Lob","Right","Miss","Field Blocker",1,3,18,2,3.5,2.442410954,3.500729614,4.031128874,0.519146114,"Not Goal"
"948",948,"02:39:28:66","02:39:38:66","Shot",948,10,"Michigan",34,"Location 3","Perimeter","Normal","Right","Save","Field Blocker",1,4,NA,1,6.5,0.75162466,6.324924727,6.576473219,0.152649328,"Not Goal"
"949",949,"02:39:38:86","02:39:48:86","Shot",949,11,"Pacific",32,"Location 1","6 on 5","Skip","Right","Goal","Blocker at Distance",4,3,10,0,5.5,-0.214155284,5.640335148,5.5,0,"Goal"
"950",950,"02:39:49:06","02:39:59:06","Shot",950,10,"Michigan",13,"Location 2","Drive","Normal","Right","Save","Pressured",4,2,NA,2,2.5,1.971393102,2.61102323,3.201562119,0.674740942,"Not Goal"
"951",951,"02:39:59:26","02:40:09:26","Shot",951,11,"Pacific",31,"Location 1","Second Wave","Normal","Right","Field Block","Blocker at Distance",1,4,5,1,5.5,1.284361554,5.979122053,5.590169944,0.1798535,"Not Goal"
"952",952,"02:40:09:46","02:40:19:46","Shot",952,10,"Michigan",32,"Location 2","Penalty","Normal","Right","Goal","Other",5,1,NA,0,5.5,0.464035739,5.77838321,5.5,0,"Goal"
"953",953,"02:40:19:67","02:40:29:67","Shot",953,11,"Pacific",32,"Location 2","Direct","Lob","Right","Goal","Field Blocker",3,4,10,0,5.5,-0.31914588,5.666844975,5.5,0,"Goal"
"954",954,"02:40:29:87","02:40:39:87","Shot",954,10,"Michigan",64,"Location 5","6 on 5","Normal","Right","Miss","Contested",1,3,NA,1,3.5,1.216706411,3.396265976,3.640054945,0.278299659,"Not Goal"
"955",955,"02:40:40:07","02:40:50:07","Shot",955,11,"Pacific",32,"Location 2","Perimeter","Lob","Right","Save","Contested",2,4,5,0,5.5,0.068615381,5.239657386,5.5,0,"Not Goal"
"956",956,"02:40:50:27","02:41:00:27","Shot",956,11,"Pacific",54,"Location 5","Perimeter","Normal","Right","Miss","Field Blocker",1,3,10,-2,3.5,-2.063077623,3.083304597,4.031128874,-0.519146114,"Not Goal"
"957",957,"02:41:00:47","02:41:10:47","Shot",957,10,"CAL",23,"Location 2","Perimeter","Normal","Right","Goal","Uncontested",3,3,NA,2,5.5,1.886256617,5.730722635,5.852349955,0.348771004,"Goal"
"958",958,"02:41:10:67","02:41:20:67","Shot",958,10,"Pacific",32,"Location 2","Perimeter","Normal","Right","Save","Field Blocker",2,4,11,0,5.5,-0.047667054,5.207916072,5.5,0,"Not Goal"
"959",959,"02:41:20:87","02:41:30:87","Shot",959,10,"CAL",63,"Location 5","Quick","Skip","Right","Goal","Uncontested",4,1,NA,-1,2.5,-0.957624868,2.90485791,2.692582404,-0.380506377,"Goal"
"960",960,"02:41:31:07","02:41:41:07","Shot",960,11,"Pacific",32,"Location 2","Perimeter","Normal","Right","Goal","Field Blocker",2,4,11,0,5.5,0.10267445,5.368351918,5.5,0,"Goal"
"961",961,"02:41:41:27","02:41:51:27","Shot",961,10,"CAL",32,"Location 1","Direct","Skip","Right","Goal","Field Blocker",3,3,NA,0,5.5,0.237842639,5.943468526,5.5,0,"Goal"
"962",962,"02:41:51:47","02:42:01:47","Shot",962,19,"CAL",44,"Location 4","Perimeter","Normal","Right","Field Block","Pressured",1,4,NA,-2,6.5,-2.420583822,6.593834058,6.800735254,-0.298498932,"Not Goal"
"963",963,"02:42:01:67","02:42:11:67","Shot",963,11,"Pacific",51,"Location 4","6 on 5","Normal","Left","Goal","Field Blocker",3,3,12,-2,2.5,-1.972189319,2.926834594,3.201562119,-0.674740942,"Goal"
"964",964,"02:42:11:87","02:42:21:87","Shot",964,10,"CAL",41,"Location 4","Perimeter","Normal","Right","Miss","Field Blocker",1,4,NA,-2,5.5,-2.30682615,5.606141055,5.852349955,-0.348771004,"Not Goal"
"965",965,"02:42:22:08","02:42:32:08","Shot",965,10,"CAL",64,"Location 2","Transition","Normal","Right","Miss","Contested",1,3,NA,1,3.5,0.550185546,3.314205252,3.640054945,0.278299659,"Not Goal"
"966",966,"02:42:32:28","02:42:42:28","Shot",966,11,"Pacific",66,"Location 4","6 on 5","Normal","Right","Miss","Pressured",1,2,3,-1,3.5,-0.726487052,3.529834499,3.640054945,-0.278299659,"Not Goal"
"967",967,"02:42:42:48","02:42:52:48","Shot",967,10,"CAL",32,"Location 4","Penalty","Skip","Right","Goal","Other",5,1,NA,0,5.5,0.146683807,5.668286227,5.5,0,"Goal"
"968",968,"02:42:52:68","02:43:02:68","Shot",968,11,"Pacific",32,"Location 4","6 on 5","Normal","Right","Miss","Field Blocker",1,3,10,0,5.5,0.042357489,5.215307661,5.5,0,"Not Goal"
"969",969,"02:43:02:88","02:43:12:88","Shot",969,10,"CAL",31,"Location 1","Perimeter","Skip","Right","Save","Field Blocker",2,4,NA,1,5.5,0.975121167,5.60779198,5.590169944,0.1798535,"Not Goal"
"970",970,"02:43:13:08","02:43:23:08","Shot",970,11,"Pacific",65,"Location 4","Center","Normal","Right","Miss","Contested",1,3,3,0,3.5,-0.004562311,3.235605062,3.5,0,"Not Goal"
"971",971,"02:43:23:28","02:43:33:28","Shot",971,11,"Pacific",66,"Location 1","Second Wave","Unknown","Right","Miss","Pressured",3,3,11,-1,3.5,-1.463900289,3.285970201,3.640054945,-0.278299659,"Not Goal"
"972",972,"02:43:33:48","02:43:43:48","Shot",972,20,"CAL",32,"Location 1","Perimeter","Normal","Right","Save","Blocker at Distance",3,3,NA,0,5.5,0.093952622,5.171187306,5.5,0,"Not Goal"
"973",973,"02:43:43:68","02:43:53:68","Shot",973,10,"CAL",68,"Location 3","6 on 5","Normal","Right","Save","Blocker at Distance",4,3,NA,0,4.5,-0.004865789,4.279648547,4.5,0,"Not Goal"
"974",974,"02:43:53:88","02:44:03:88","Shot",974,10,"CAL",67,"Location 1","Perimeter","Normal","Right","Field Block","Blocker at Distance",1,3,NA,1,4.5,1.378629015,4.929092961,4.609772229,0.218668946,"Not Goal"
"975",975,"02:44:04:08","02:44:14:08","Shot",975,11,"Pacific",32,"Location 5","Penalty","Skip","Right","Goal","Other",5,1,10,0,5.5,0.47501103,5.847875942,5.5,0,"Goal"
"976",976,"02:44:14:28","02:44:24:28","Shot",976,10,"CAL",32,"Location 5","Penalty","Normal","Right","Goal","Other",5,1,NA,0,5.5,0.27810986,5.472659576,5.5,0,"Goal"
"977",977,"02:44:24:48","02:44:34:48","Shot",977,10,"CAL",65,"Location 2","First Wave","Normal","Right","Goal","Uncontested",5,1,NA,0,3.5,-0.389406053,3.496534834,3.5,0,"Goal"
"978",978,"02:44:34:69","02:44:44:69","Shot",978,10,"CAL",51,"Location 2","Transition","Lob","Right","Goal","Pressured",4,2,NA,-2,2.5,-1.905119739,2.96738285,3.201562119,-0.674740942,"Goal"
"979",979,"02:44:44:89","02:44:54:89","Shot",979,11,"Pacific",23,"Location 4","Perimeter","Normal","Right","Miss","Field Blocker",1,4,10,2,5.5,1.869654007,5.549439203,5.852349955,0.348771004,"Not Goal"
"980",980,"02:44:55:09","02:45:05:09","Shot",980,10,"CAL",51,"Location 4","Individual","Backhand","Right","Goal","Blocker at Distance",4,2,NA,-2,2.5,-1.506372117,2.34682915,3.201562119,-0.674740942,"Goal"
"981",981,"02:45:05:29","02:45:15:29","Shot",981,11,"Pacific",41,"Location 4","Perimeter","Normal","Right","Miss","Field Blocker",1,4,16,-2,5.5,-2.175643334,5.705461902,5.852349955,-0.348771004,"Not Goal"
"982",982,"02:45:15:49","02:45:25:49","Shot",982,10,"CAL",33,"Location 4","Perimeter","Normal","Right","Goal","Blocker at Distance",3,4,NA,-1,5.5,-1.234462339,5.621422488,5.590169944,-0.1798535,"Goal"
"983",983,"02:45:25:69","02:45:35:69","Shot",983,10,"CAL",69,"Location 6","Center","Lob","Right","Goal","Contested",4,4,NA,-1,4.5,-0.929336406,4.014568262,4.609772229,-0.218668946,"Goal"
"984",984,"02:45:35:89","02:45:45:89","Shot",984,11,"Pacific",54,"Location 4","6 on 5","Normal","Left","Field Block","Field Blocker",1,3,12,-2,3.5,-1.900602252,3.118960709,4.031128874,-0.519146114,"Not Goal"
"985",985,"02:45:46:09","02:45:56:09","Shot",985,10,"CAL",32,"Location 4","Penalty","Normal","Right","Goal","Other",5,1,NA,0,5.5,0.474874251,5.261386346,5.5,0,"Goal"
"986",986,"02:45:56:29","02:46:06:29","Shot",986,11,"Pacific",23,"Location 1","Perimeter","Normal","Right","Save","Contested",2,4,10,2,5.5,1.831042294,5.918162047,5.852349955,0.348771004,"Not Goal"
"987",987,"02:46:06:49","02:46:16:49","Shot",987,11,"Pacific",31,"Location 4","Perimeter","Normal","Right","Field Block","Pressured",1,3,10,1,5.5,1.299673249,5.568986364,5.590169944,0.1798535,"Not Goal"
"988",988,"02:46:16:69","02:46:26:69","Shot",988,10,"CAL",31,"Location 4","Perimeter","Normal","Right","Goal","Field Blocker",4,4,NA,1,5.5,1.04051411,5.888521904,5.590169944,0.1798535,"Goal"
"989",989,"02:46:26:89","02:46:36:89","Shot",989,11,"Pacific",13,"Location 1","6 on 5","Skip","Right","Goal","Field Blocker",4,2,20,2,2.5,2.394029801,2.886179285,3.201562119,0.674740942,"Goal"
"990",990,"02:46:37:09","02:46:47:09","Shot",990,10,"CAL",64,"Location 4","Quick","Lob","Right","Goal","Blocker at Distance",4,2,NA,1,3.5,1.384776653,3.545957926,3.640054945,0.278299659,"Goal"
"991",991,"02:46:47:29","02:46:57:29","Shot",991,10,"CAL",16,"Location 2","Post up","Normal","Right","Goal","Contested",2,4,NA,2,3.5,2.097388366,3.725281456,4.031128874,0.519146114,"Goal"
"992",992,"02:46:57:49","02:47:07:49","Shot",992,11,"Pacific",44,"Location 2","Perimeter","Normal","Right","Miss","Field Blocker",1,4,11,-2,6.5,-2.422791188,6.841694026,6.800735254,-0.298498932,"Not Goal"
"993",993,"02:47:07:70","02:47:17:70","Shot",993,11,"Pacific",32,"Location 4","6 on 5","Normal","Right","Goal","Field Blocker",3,3,10,0,5.5,-0.21119917,5.53602897,5.5,0,"Goal"
"994",994,"02:47:17:90","02:47:27:90","Shot",994,10,"CAL",66,"Location 3","Center","Backhand","Right","Goal","Contested",3,3,NA,-1,3.5,-0.542297935,3.858177117,3.640054945,-0.278299659,"Goal"
"995",995,"02:47:28:10","02:47:38:10","Shot",995,11,"Pacific",62,"Location 3","Center","Backhand","Right","Save","Contested",3,3,3,0,2.5,0.32078083,2.053241543,2.5,0,"Not Goal"
"996",996,"02:47:38:30","02:47:48:30","Shot",996,19,"CAL",54,"Location 5","Perimeter","Skip","Left","Save","Uncontested",4,2,NA,-2,3.5,-1.944469538,3.217966539,4.031128874,-0.519146114,"Not Goal"
"997",997,"02:47:48:50","02:47:58:50","Shot",997,20,"Pacific",62,"Location 2","Center","Normal","Right","Goal","Pressured",4,2,3,0,2.5,0.436562791,2.193295628,2.5,0,"Goal"
"998",998,"02:47:58:70","02:48:08:70","Shot",998,11,"Pacific",57,"Location 2","Perimeter","Lob","Right","Goal","Field Blocker",3,3,11,-2,4.5,-2.139648464,4.810932565,4.924428901,-0.41822433,"Goal"
"999",999,"02:48:08:90","02:48:18:90","Shot",999,10,"CAL",21,"Location 2","Direct","Normal","Right","Miss","Field Blocker",1,4,NA,4,5.5,4.110448034,5.778439489,6.800735254,0.628796286,"Not Goal"
"1000",1000,"02:48:19:10","02:48:29:10","Shot",1000,10,"CAL",32,"Location 2","Perimeter","Normal","Right","Field Block","Blocker at Distance",1,4,NA,0,5.5,0.032070082,5.288286479,5.5,0,"Not Goal"
"1001",1001,"02:48:29:30","02:48:39:30","Shot",1001,11,"Pacific",16,"Location 3","6 on 5","Normal","Right","Goal","Field Blocker",3,3,10,2,3.5,2.486672908,3.034239833,4.031128874,0.519146114,"Goal"
"1002",1002,"02:48:39:50","02:48:49:50","Shot",1002,11,"Pacific",66,"Location 4","Center","Normal","Right","New Clock","Contested",3,3,3,-1,3.5,-1.067036524,3.043969879,3.640054945,-0.278299659,"Not Goal"
"1003",1003,"02:48:49:70","02:48:59:70","Shot",1003,11,"Pacific",63,"Location 1","Center","Normal","Right","Save","Contested",3,3,3,-1,2.5,-1.376963716,2.427474739,2.692582404,-0.380506377,"Not Goal"
"1004",1004,"02:48:59:90","02:49:09:90","Shot",1004,11,"Pacific",51,"Location 5","Quick","Normal","Left","Miss","Field Blocker",1,3,12,-2,2.5,-2.474473217,2.269115969,3.201562119,-0.674740942,"Not Goal"
"1005",1005,"02:49:10:10","02:49:20:10","Shot",1005,11,"Pacific",62,"Location 6","Center","Backhand","Right","Save","Contested",2,3,3,0,2.5,0.086521591,2.426383719,2.5,0,"Not Goal"
"1006",1006,"02:49:20:30","02:49:30:30","Shot",1006,11,"Pacific",66,"Location 4","Center","Normal","Right","Goal","Pressured",4,2,3,-1,3.5,-1.02541941,3.614283094,3.640054945,-0.278299659,"Goal"
